seqname trgroup start_5prime stop_5prime trlength seqlength trprop start_3prime stop_3prime
0d6b83b1-0916-4e32-a134-60acc97fd189 0 0 0 0 712 0 0 0
0d74771d-4f15-4a65-aae4-1a6573262942 1 43 378 335 2619 12.79 -2242 -2577
0d74b780-b0b2-4016-a87e-617cbaa41251 1 3 72 69 640 10.78 -569 -638
0d74b780-b0b2-4016-a87e-617cbaa41251 2 101 141 40 640 6.25 -500 -540
0d788d6c-db20-4e50-b710-8466a89167a5 0 0 0 0 316 0 0 0
0d79e261-755c-4efd-ba6a-e7d9cde9c138 1 26 136 110 991 11.1 -856 -966
0d79e261-755c-4efd-ba6a-e7d9cde9c138 2 196 357 161 991 16.25 -635 -796
0d8360b2-7147-4a0e-9511-b526c25ef061 0 0 0 0 447 0 0 0
0d8469d2-1c13-496e-bfa9-d8929129810f 1 119 162 43 1269 3.39 -1108 -1151
0d8469d2-1c13-496e-bfa9-d8929129810f 2 227 1255 1028 1269 81.01 -15 -1043
0d87e496-afe2-4ae2-80ec-9afcd0568440 1 84 452 368 495 74.34 -44 -412
0d8a7bdb-4481-4399-9b31-a615c107839a 0 0 0 0 857 0 0 0
0d8a8ea8-f3a4-4119-8acf-ea657822bee7 0 0 0 0 1107 0 0 0
0d8cc8f7-984b-4b96-b806-a7c09f4b86b8 1 622 723 101 1071 9.43 -349 -450
0d8cc8f7-984b-4b96-b806-a7c09f4b86b8 2 760 1001 241 1071 22.5 -71 -312
0d8d05ac-0bbd-4a99-a471-d9420df1527b 0 0 0 0 2714 0 0 0
0d8e5c0f-07bc-4fef-bce8-65625212fdce 1 41 101 60 550 10.91 -450 -510
0d8e5c0f-07bc-4fef-bce8-65625212fdce 2 102 200 98 550 17.82 -351 -449
0d8f87b5-bebb-4b90-ba82-dfc2c872c901 1 144 240 96 307 31.27 -68 -164
0d8fae1f-24e9-4303-b402-d0b2b334f9ca 1 1337 1535 198 1566 12.64 -32 -230
0d9254af-863d-4eb3-8b52-caee0ef153f6 1 257 493 236 760 31.05 -268 -504
0d9254af-863d-4eb3-8b52-caee0ef153f6 2 559 760 201 760 26.45 -1 -202
0d95be10-1bcd-4276-9d5b-e7e1f4de9506 0 0 0 0 277 0 0 0
0d9db2fe-2883-411e-bdd1-1bc208cff69d 1 61 511 450 5588 8.05 -5078 -5528
0d9db2fe-2883-411e-bdd1-1bc208cff69d 2 4043 4909 866 5588 15.5 -680 -1546
0d9db2fe-2883-411e-bdd1-1bc208cff69d 3 5005 5036 31 5588 0.55 -553 -584
0d9db2fe-2883-411e-bdd1-1bc208cff69d 4 5043 5096 53 5588 0.95 -493 -546
0d9db2fe-2883-411e-bdd1-1bc208cff69d 5 5294 5543 249 5588 4.46 -46 -295
0d9ee7e4-05c2-4ce0-888c-c9239c720406 1 67 316 249 779 31.96 -464 -713
0d9ee7e4-05c2-4ce0-888c-c9239c720406 2 450 577 127 779 16.3 -203 -330
0da4a915-a279-4715-a32c-6c0b6ae7ff7d 1 65 374 309 637 48.51 -264 -573
0da52860-cff2-4beb-9618-15ecf74f80a5 0 0 0 0 807 0 0 0
0da86477-0011-4083-92a3-bfbb6ff896d8 0 0 0 0 209 0 0 0
0da98ecd-672f-42e1-8e43-9701ac2b493a 0 0 0 0 276 0 0 0
0daabc44-98fc-4420-8ed0-3bf37b5a6c31 1 65 432 367 544 67.46 -113 -480
0dab2faf-6307-48b3-aa08-eb0a678bea0e 0 0 0 0 268 0 0 0
0daec83b-f852-43a6-b9ae-56fa64d5bc7d 1 76 442 366 465 78.71 -24 -390
0daf9bc1-3dd7-4e9f-ae0a-016b68ba3dab 1 1528 1647 119 1692 7.03 -46 -165
0db14d41-a62d-4d14-9d4c-e77f361897f2 0 0 0 0 11032 0 0 0
0db24843-f04d-4d7f-a9d2-148a2269466c 1 5397 5578 181 5687 3.18 -110 -291
0db568d0-f1fc-4afd-a3b8-c49785892ebc 0 0 0 0 4424 0 0 0
0db59d6a-7435-4682-b861-fe0d63079108 1 201 868 667 913 73.06 -46 -713
0db6d254-cae8-4378-b825-6752abe8ed62 1 30 791 761 798 95.36 -8 -769
0dbc42f7-5c67-4c15-9160-f8cedd971fa3 1 141 282 141 308 45.78 -27 -168
0dbd095a-b0fa-4865-9e91-3dee8b767c02 0 0 0 0 4361 0 0 0
0dbd60f3-0e8c-4dcc-963c-e4fbc8514dec 1 62 259 197 643 30.64 -385 -582
0dbd6dfc-7eb1-4b60-9726-a559e6da742d 1 941 1115 174 1373 12.67 -259 -433
0dbd6dfc-7eb1-4b60-9726-a559e6da742d 2 1183 1367 184 1373 13.4 -7 -191
0dbdad3f-22f7-4f05-a4ff-ce3e288b1454 1 785 831 46 3955 1.16 -3125 -3171
0dbdad3f-22f7-4f05-a4ff-ce3e288b1454 2 1491 2015 524 3955 13.25 -1941 -2465
0dbfe9b9-92f8-4f47-b191-272653946c47 1 28 728 700 735 95.24 -8 -708
0dc38a72-1417-4d50-919e-4f53619abd0d 1 90 392 302 768 39.32 -377 -679
0dc38a72-1417-4d50-919e-4f53619abd0d 2 543 768 225 768 29.3 -1 -226
0dc7e7e3-078a-4939-b908-3388bf4f2d8b 1 118 438 320 738 43.36 -301 -621
0dc99f5e-7d47-4b02-a251-00f65bfb092c 0 0 0 0 1521 0 0 0
0dcb5109-110e-4b54-a7f1-6b9c741b277d 0 0 0 0 647 0 0 0
0dcc1d4e-1c6b-4f7e-8f13-684301278f12 1 86 311 225 311 72.35 -1 -226
0dccb9ff-0db4-46d7-bd23-a3824900210f 0 0 0 0 522 0 0 0
0dcdeeeb-6fe7-41e8-99f5-0b32d319b8f1 0 0 0 0 209 0 0 0
0dd353ab-e95a-452b-b693-acc919720738 0 0 0 0 730 0 0 0
0dd43836-e5fb-4dae-8444-dca28a8f07ca 0 0 0 0 3859 0 0 0
0dd4af12-04b2-4f2d-bab0-c9e47c2b422f 1 69 672 603 815 73.99 -144 -747
0dd7098e-f558-4864-b7cc-c0947a52a24f 1 95 278 183 3191 5.73 -2914 -3097
0dd7098e-f558-4864-b7cc-c0947a52a24f 2 450 583 133 3191 4.17 -2609 -2742
0dd7098e-f558-4864-b7cc-c0947a52a24f 3 586 644 58 3191 1.82 -2548 -2606
0dd7098e-f558-4864-b7cc-c0947a52a24f 4 656 734 78 3191 2.44 -2458 -2536
0dd7098e-f558-4864-b7cc-c0947a52a24f 5 804 3165 2361 3191 73.99 -27 -2388
0dda53df-6995-4d84-ac3d-32798b3a6e3b 1 61 374 313 412 75.97 -39 -352
0dda9f41-8435-4af2-a446-3cf5d36f6c45 0 0 0 0 278 0 0 0
0ddbd331-7e7c-4580-9c7d-2d38bd890164 1 255 416 161 468 34.4 -53 -214
0ddc8219-8939-4755-b5b9-d89642d546e3 1 337 788 451 832 54.21 -45 -496
0ddd3c8d-5fa3-4ed8-9703-674106315167 0 0 0 0 2903 0 0 0
0de959f9-8342-436b-a9c6-c0deece314f6 0 0 0 0 1507 0 0 0
0df0e095-f3d0-4d6e-93ab-8679ab192673 1 1880 2019 139 2253 6.17 -235 -374
0df49bad-dfe5-4257-9a3c-692485ebb7bb 1 20 618 598 632 94.62 -15 -613
0df668ae-13ed-4009-a082-a4b6c62d1dff 1 60 406 346 421 82.19 -16 -362
0df7ac2e-cb16-4ff3-96af-2a8e96f859aa 0 0 0 0 399 0 0 0
0df8c824-a8f6-4a40-b635-404e0a726216 1 132 586 454 655 69.31 -70 -524
0dfae475-6ecc-488d-8747-4272ddcbedf7 0 0 0 0 354 0 0 0
0dff3db7-c3b3-4c95-a10f-af8831342f50 0 0 0 0 1625 0 0 0
0dff9045-f7f0-476b-bb0d-4cabfbd77613 1 108 261 153 333 45.95 -73 -226
0e02cab8-fa3a-4f67-b977-1df3f6302147 1 2008 2205 197 2252 8.75 -48 -245
0e13f9f6-eb87-4e2d-ad54-a882808abf19 1 67 1702 1635 2731 59.87 -1030 -2665
0e13f9f6-eb87-4e2d-ad54-a882808abf19 2 1890 2123 233 2731 8.53 -609 -842
0e13f9f6-eb87-4e2d-ad54-a882808abf19 3 2366 2619 253 2731 9.26 -113 -366
0e15285d-1f2d-4fd4-9eb7-05ba4e97254a 0 0 0 0 216 0 0 0
0e17ee1c-c581-410f-939e-7177725952b7 0 0 0 0 298 0 0 0
0e204679-a446-444c-a68a-575ab1511835 0 0 0 0 328 0 0 0
0e22649a-db47-4a81-9dbb-381f59b7e404 1 584 715 131 1544 8.48 -830 -961
0e22649a-db47-4a81-9dbb-381f59b7e404 2 737 777 40 1544 2.59 -768 -808
0e2329df-4ee8-4aed-a66f-5d59bef804c4 1 67 406 339 6383 5.31 -5978 -6317
0e25c5b9-8181-4f5d-96fb-64dd1740ad8e 1 670 717 47 763 6.16 -47 -94
0e26307e-a57c-44f2-bd52-c76479e6ec4b 1 60 198 138 224 61.61 -27 -165
0e2b9b2d-071f-4052-99ce-2e141bfadfaa 1 30 2153 2123 2161 98.24 -9 -2132
0e2e565f-0a4d-4aed-9385-f1ffd27a2b3d 1 715 1158 443 1251 35.41 -94 -537
0e2e6fce-9cd4-43bd-ba02-f189fa5437f2 1 64 792 728 1419 51.3 -628 -1356
0e2e6fce-9cd4-43bd-ba02-f189fa5437f2 2 867 1369 502 1419 35.38 -51 -553
0e306aa8-936d-41e7-8c4f-3d9f580155f4 0 0 0 0 274 0 0 0
0e35f2ad-40fc-4b01-a6d2-c2d2f386e271 1 294 532 238 577 41.25 -46 -284
0e368155-e15d-4ad4-b101-5ae4ee9cf9e3 0 0 0 0 2451 0 0 0
0e374127-2c45-4195-900c-2d00a4c2a0ff 0 0 0 0 2418 0 0 0
0e38f901-f7a7-4d22-9ab5-243a69a9adb3 1 366 891 525 934 56.21 -44 -569
0e3ac310-4ced-4fe9-91ec-4dc80f2d43e6 1 124 238 114 238 47.9 -1 -115
0e41a96d-f652-424b-99d1-d5605977861e 1 24 331 307 999 30.73 -669 -976
0e488ad7-31f7-4df7-bd77-32b3850dedcf 1 66 321 255 358 71.23 -38 -293
0e489db1-8d8c-4657-a35b-d1ad8d9e7be0 0 0 0 0 1755 0 0 0
0e4a993e-1d18-47a4-b71f-d24bd3e4ab61 0 0 0 0 325 0 0 0
0e525944-b175-44e7-8d14-493849ef4428 1 81 369 288 697 41.32 -329 -617
0e525944-b175-44e7-8d14-493849ef4428 2 454 655 201 697 28.84 -43 -244
0e563e7c-6ae2-4ca2-b07e-2afd3529e99d 1 231 585 354 629 56.28 -45 -399
0e5bf0ca-eda8-4f5a-9072-b176b7703dbb 1 81 231 150 526 28.52 -296 -446
0e5bf0ca-eda8-4f5a-9072-b176b7703dbb 2 338 503 165 526 31.37 -24 -189
0e5cfaa6-976a-474b-91f5-6a6af9f3dc2b 0 0 0 0 2285 0 0 0
0e5ddcee-5186-42e4-9060-393b769039de 1 883 1012 129 1430 9.02 -419 -548
0e5ddcee-5186-42e4-9060-393b769039de 2 1024 1204 180 1430 12.59 -227 -407
0e611571-68e8-44e8-8e16-d342dc05ad5b 1 68 362 294 1435 20.49 -1074 -1368
0e61b74e-a244-47f0-9a07-494834a03128 1 265 515 250 556 44.96 -42 -292
0e626ece-f79e-4ce9-9b67-54183120e613 0 0 0 0 2739 0 0 0
0e6549f0-ac1d-495a-9108-acd3b5b8c733 0 0 0 0 1042 0 0 0
0e671b97-7795-4e1e-a74c-a162138707b7 0 0 0 0 1213 0 0 0
0e68eb86-4afe-4824-87db-65f143b21e20 0 0 0 0 2085 0 0 0
0e6f719f-0390-4dcc-9033-6bf2a87ea98e 1 81 533 452 598 75.59 -66 -518
0e73e899-53ee-4abd-8f7d-ca9f693059f7 0 0 0 0 505 0 0 0
0e7989d3-b0f3-4b0a-b6d7-3d4f5868c59a 1 28 680 652 692 94.22 -13 -665
0e7b0a78-8143-4074-b434-332b763b0881 0 0 0 0 293 0 0 0
0e7efbf2-f5c2-404d-b310-42bdf1d23fd7 0 0 0 0 576 0 0 0
0e803a1e-e226-4f41-8e26-cbc0ecd63fcb 1 243 339 96 625 15.36 -287 -383
0e86d3e7-1394-466c-b6bf-f6dd7a5ea685 0 0 0 0 311 0 0 0
0e89e923-570a-44b8-88ac-9d96de00c25e 1 2937 3241 304 6095 4.99 -2855 -3159
0e89e923-570a-44b8-88ac-9d96de00c25e 2 5214 6085 871 6095 14.29 -11 -882
0e8c42ea-19e4-47f5-91f1-6a9684843ebf 1 122 236 114 314 36.31 -79 -193
0e90325e-1761-43a5-b3b4-37c4005cdfcf 1 2214 2257 43 2366 1.82 -110 -153
0e926a27-d1dc-4b2c-a004-edd90a5d6246 0 0 0 0 368 0 0 0
0e92e758-10e6-4a4c-af27-62952d8e1c4b 1 502 620 118 857 13.77 -238 -356
0e933a57-d144-4edd-9450-62f1d2f83918 1 68 364 296 717 41.28 -354 -650
0e9704d1-dbca-42d9-972b-b7a82e033d84 1 92 426 334 1764 18.93 -1339 -1673
0e9704d1-dbca-42d9-972b-b7a82e033d84 2 513 875 362 1764 20.52 -890 -1252
0e97a001-ade7-4fb3-ae27-f543ca6b80a3 1 63 313 250 955 26.18 -643 -893
0e97a001-ade7-4fb3-ae27-f543ca6b80a3 2 461 942 481 955 50.37 -14 -495
0e98c1f5-bf1f-4006-ad82-cbd40adfd098 0 0 0 0 457 0 0 0
0e98ff35-46c2-410d-9760-6a7f1c859a7c 1 66 266 200 764 26.18 -499 -699
0e98ff35-46c2-410d-9760-6a7f1c859a7c 2 395 737 342 764 44.76 -28 -370
0e999a0f-8afd-4d9a-bb3f-6e84e3e85e9c 0 0 0 0 233 0 0 0
0ea034bc-ed5d-457a-b66b-97bf2db2625f 0 0 0 0 286 0 0 0
0ea3ceaf-93d3-4e78-baba-36ea711961bf 0 0 0 0 253 0 0 0
0ea8f887-5840-43e8-a09c-240f73446afd 0 0 0 0 442 0 0 0
0ead66bd-523d-4f15-b193-598af000aa53 1 4125 4462 337 4697 7.17 -236 -573
0ead66bd-523d-4f15-b193-598af000aa53 2 4524 4666 142 4697 3.02 -32 -174
0eaf087a-f027-478a-a577-8bac742f2b3e 1 918 1372 454 1422 31.93 -51 -505
0eafb5c3-9bdc-443e-85fb-f32a247e6b7d 1 677 730 53 873 6.07 -144 -197
0eb1983e-ca5e-4971-a2bf-561d8f48b05c 0 0 0 0 396 0 0 0
0eb93353-856a-4a9e-ab15-3c4fc9ad3f6a 1 98 514 416 554 75.09 -41 -457
0ebe53ae-1c85-42f7-8bd6-e4fe98f52949 0 0 0 0 3064 0 0 0
0ebe5fbd-9f86-43c7-9703-cfdced2d8666 1 27 255 228 4291 5.31 -4037 -4265
0ebe5fbd-9f86-43c7-9703-cfdced2d8666 2 4108 4249 141 4291 3.29 -43 -184
0ebf926e-57a6-41f4-9354-9b342feabeea 0 0 0 0 797 0 0 0
0ec0f5ee-69a5-4d84-9784-de03e7c1cb48 0 0 0 0 2264 0 0 0
0ec36395-b85f-4adc-b934-5a21af1267d7 1 72 199 127 1051 12.08 -853 -980
0ec36395-b85f-4adc-b934-5a21af1267d7 2 304 336 32 1051 3.04 -716 -748
0ec36395-b85f-4adc-b934-5a21af1267d7 3 351 422 71 1051 6.76 -630 -701
0ec36395-b85f-4adc-b934-5a21af1267d7 4 423 455 32 1051 3.04 -597 -629
0ec36395-b85f-4adc-b934-5a21af1267d7 5 458 518 60 1051 5.71 -534 -594
0ec36395-b85f-4adc-b934-5a21af1267d7 6 519 641 122 1051 11.61 -411 -533
0ec36395-b85f-4adc-b934-5a21af1267d7 7 642 748 106 1051 10.09 -304 -410
0ec36395-b85f-4adc-b934-5a21af1267d7 8 750 833 83 1051 7.9 -219 -302
0ec36395-b85f-4adc-b934-5a21af1267d7 9 837 1051 214 1051 20.36 -1 -215
0ec46c46-3338-4378-9366-4c860fbeba10 0 0 0 0 3374 0 0 0
0ec4e1c1-4d89-4b4a-becc-785a2dddc79d 1 653 1003 350 1005 34.83 -3 -353
0ec64cde-eaee-406c-b241-6a74c4101ba1 0 0 0 0 272 0 0 0
0ec67afc-653d-4a11-a80c-fb425ae04171 0 0 0 0 3846 0 0 0
0ec97c66-8b52-4386-836f-81af0cf662ff 0 0 0 0 3637 0 0 0
0ecd68e5-2989-4f3d-ba2b-fbc3e035d13e 0 0 0 0 399 0 0 0
0ed03b82-49b1-4950-b366-e0ed3b83e9db 1 7 1099 1092 1149 95.04 -51 -1143
0ed03b82-49b1-4950-b366-e0ed3b83e9db 2 1100 1149 49 1149 4.26 -1 -50
0ed28192-e250-4870-bb4b-21188f397ec6 0 0 0 0 305 0 0 0
0ed5ac0b-0233-4f4b-b8e8-feea7ab62ad7 1 60 261 201 1854 10.84 -1594 -1795
0ed6606d-e551-4d27-84be-4eed09eeb59d 0 0 0 0 1318 0 0 0
0ed73e16-5893-4f18-ba1b-87215bba92e3 1 55 344 289 721 40.08 -378 -667
0ed73e16-5893-4f18-ba1b-87215bba92e3 2 473 614 141 721 19.56 -108 -249
0edc8d62-4cdd-4936-9ca0-339d12dfdbba 1 99 307 208 704 29.55 -398 -606
0edc8d62-4cdd-4936-9ca0-339d12dfdbba 2 481 686 205 704 29.12 -19 -224
0edd498e-353c-496d-9cd2-798d9c385e07 1 64 208 144 505 28.51 -298 -442
0edd498e-353c-496d-9cd2-798d9c385e07 2 300 500 200 505 39.6 -6 -206
0ee1b265-10aa-4322-8946-4b8c92d9cdd7 1 1062 1374 312 1424 21.91 -51 -363
0ee1f59d-9a30-43bd-8170-c878a735703b 0 0 0 0 2374 0 0 0
0ee50ff2-8109-4a23-b3fe-989744080ffe 0 0 0 0 297 0 0 0
0ee7d110-e547-4387-adcf-886c78f086b1 0 0 0 0 1990 0 0 0
0eeacca5-f1c4-497c-8645-afcff01dfcde 0 0 0 0 301 0 0 0
0eebb660-3ed8-45f6-84da-77ac9e0a1952 1 3345 3767 422 3898 10.83 -132 -554
0eef26c7-a58a-42c2-ac40-0f384cc90cf2 1 19 529 510 541 94.27 -13 -523
0eefa9ce-adb8-41f0-9db9-363ee31b8fc3 1 79 175 96 332 28.92 -158 -254
0ef255b2-eb30-47c9-aba7-dd527ed03078 0 0 0 0 1408 0 0 0
0ef32424-e53c-4b38-8c2c-5baee58baf0c 0 0 0 0 614 0 0 0
0ef32d6c-7537-4c64-a323-a2bb0c3c4552 1 85 221 136 355 38.31 -135 -271
0ef33cc8-910d-470f-b9d7-a4de36189317 0 0 0 0 3551 0 0 0
0ef57bf4-36cf-4caa-b717-10b8bd0c9872 1 55 230 175 273 64.1 -44 -219
0ef66b19-abcc-4f28-b4bc-13ba80538cc4 1 384 412 28 475 5.89 -64 -92
0efc2055-8200-4813-ba23-513427a25735 0 0 0 0 338 0 0 0
0f08bcb7-4e18-4a28-a0e7-209ea5dfa2a2 0 0 0 0 443 0 0 0
0f0d24e4-dfae-40e0-855f-fc683c4579ef 1 64 881 817 930 87.85 -50 -867
0f130ca5-9db4-424b-b4ea-9d63c18f79ec 0 0 0 0 317 0 0 0
0f16d823-8d95-442b-a009-4cc99fa7287f 1 32 528 496 581 85.37 -54 -550
0f2324db-8e10-4425-be8c-f5cb3913ec49 0 0 0 0 422 0 0 0
0f28f065-c7c4-471e-b1b5-6cc015e7e764 0 0 0 0 296 0 0 0
0f29efb1-4330-49e7-9d3d-ec61ba3d7146 1 70 366 296 5350 5.53 -4985 -5281
0f2ba266-7976-414a-ba68-3ad5a65797ca 1 27 460 433 472 91.74 -13 -446
0f2c5b84-13f3-4441-8d94-996d9b23e080 0 0 0 0 427 0 0 0
0f337ac9-cbe8-44f8-aafc-b3a2f81de894 0 0 0 0 285 0 0 0
0f344353-8563-4335-a838-34283be39008 1 2340 2477 137 2533 5.41 -57 -194
0f37a34e-fbac-478d-9cd9-b66c2ba33f9b 0 0 0 0 2216 0 0 0
0f3b4852-eb1f-407d-89c8-b54d0bef0108 1 889 929 40 5470 0.73 -4542 -4582
0f3c43da-ae28-472d-9cde-11e4f3bfaf1c 1 962 1155 193 1197 16.12 -43 -236
0f3cf53d-256b-455b-823f-aa9e5a99c878 1 88 273 185 5756 3.21 -5484 -5669
0f3cf53d-256b-455b-823f-aa9e5a99c878 2 362 474 112 5756 1.95 -5283 -5395
0f3cf53d-256b-455b-823f-aa9e5a99c878 3 4550 4807 257 5756 4.46 -950 -1207
0f3cf53d-256b-455b-823f-aa9e5a99c878 4 4875 5494 619 5756 10.75 -263 -882
0f3ee365-d807-4c85-b80b-07c4dc043f9f 0 0 0 0 5158 0 0 0
0f408e8e-cfb8-486f-823d-4ab673c68e54 0 0 0 0 1051 0 0 0
0f421ed9-576a-44fb-8a4a-778d2684f981 1 618 668 50 7825 0.64 -7158 -7208
0f421ed9-576a-44fb-8a4a-778d2684f981 2 5074 5129 55 7825 0.7 -2697 -2752
0f4aa0fa-3346-41b6-8281-1b7dae7da798 1 91 239 148 571 25.92 -333 -481
0f4aa0fa-3346-41b6-8281-1b7dae7da798 2 281 559 278 571 48.69 -13 -291
0f4f47d5-87ff-4eb1-9951-e56112f6e74f 0 0 0 0 804 0 0 0
0f556769-96cf-4c6e-bf79-15c192ec5c05 1 150 426 276 494 55.87 -69 -345
0f56f427-49e5-4e34-bbdd-f3ad18f52058 1 96 939 843 1224 68.87 -286 -1129
0f5703ba-2394-4074-9934-05905df74e14 0 0 0 0 681 0 0 0
0f5a075c-2a34-47bf-b399-a3850fc260e4 1 4 105 101 383 26.37 -279 -380
0f5d6064-967a-4066-b426-e95d431914f7 0 0 0 0 273 0 0 0
0f60e179-dece-4496-a045-6020d2dc2f0c 1 81 480 399 533 74.86 -54 -453
0f613e49-9275-40a4-9558-3209bdd50906 0 0 0 0 754 0 0 0
0f625a8c-cf88-40b4-8f8a-37f27ec77d2c 1 74 410 336 447 75.17 -38 -374
0f629eb3-1769-46a4-a8b0-96ebd1d0e56c 0 0 0 0 2509 0 0 0
0f635564-a217-4ffc-a59e-5853cf8bb09e 0 0 0 0 4653 0 0 0
0f66eb8f-dc7d-4857-93bb-a057c3119272 0 0 0 0 581 0 0 0
0f69773d-1612-4242-aa21-560cb97a08f8 0 0 0 0 642 0 0 0
0f6b9062-8261-40bf-a736-ac3c9a7092c2 0 0 0 0 4316 0 0 0
0f6d60ec-b4d4-40a6-9a26-a582c59f27b3 0 0 0 0 579 0 0 0
0f71ba4f-49d7-4cb6-bf6a-eb702f6dc6b0 0 0 0 0 775 0 0 0
0f71d654-3ada-4713-9b60-b6e28097a677 0 0 0 0 278 0 0 0
0f77aa0a-2cf4-47b3-93d5-e75abb6f989e 1 854 1103 249 7506 3.32 -6404 -6653
0f7800d6-dfc9-48da-9032-5203ed20a326 0 0 0 0 710 0 0 0
0f7ad02e-14eb-4fb1-8ea9-f3377b8952a7 0 0 0 0 2850 0 0 0
0f7b2f45-3c23-4590-93c5-ee6a69e91dfc 1 78 257 179 3182 5.63 -2926 -3105
0f7c1bcd-8ab5-4be9-96ce-0765bfec9241 1 5499 5560 61 8883 0.69 -3324 -3385
0f7c785e-1f99-4f5d-bede-4acd204f65b7 0 0 0 0 3163 0 0 0
0f7ec339-5374-49f8-8eae-e16c55ba6113 0 0 0 0 359 0 0 0
0f8047ca-0ea2-4575-a482-1fe8d3926ec9 1 1190 1583 393 1629 24.13 -47 -440
0f810a9f-1f07-4062-837f-6bd3510a8cdb 0 0 0 0 2364 0 0 0
0f843b38-61e5-4561-b1a3-660845fc9426 0 0 0 0 495 0 0 0
0f860319-fdab-4ce5-85b7-a84f0ef86780 0 0 0 0 254 0 0 0
0f8701e5-3a0f-491e-a980-1035e24b60ce 1 65 209 144 740 19.46 -532 -676
0f8a6cc2-1e56-4267-91f4-9adcba16191c 1 29 197 168 1101 15.26 -905 -1073
0f8a6cc2-1e56-4267-91f4-9adcba16191c 2 317 576 259 1101 23.52 -526 -785
0f8a6cc2-1e56-4267-91f4-9adcba16191c 3 625 716 91 1101 8.27 -386 -477
0f8a6cc2-1e56-4267-91f4-9adcba16191c 4 757 1055 298 1101 27.07 -47 -345
0f8b95a5-3faa-47f4-9471-302a0d152ec2 1 72 582 510 953 53.52 -372 -882
0f8b95a5-3faa-47f4-9471-302a0d152ec2 2 759 901 142 953 14.9 -53 -195
0f8e9032-8711-42d0-87b4-5101cd529a06 0 0 0 0 2577 0 0 0
0f8f78ff-b5e2-4436-93e2-cfeb293cdc15 1 271 597 326 604 53.97 -8 -334
0f908a4d-76a0-4a6e-bad5-afa8994c5fdc 1 35 714 679 2360 28.77 -1647 -2326
0f91d159-0552-471c-a6e8-0bab81aa3645 1 78 222 144 470 30.64 -249 -393
0f992187-337e-425f-b14e-9092d8f18c63 1 26 541 515 1074 47.95 -534 -1049
0f992187-337e-425f-b14e-9092d8f18c63 2 722 1028 306 1074 28.49 -47 -353
0fa98531-f09d-443d-83dc-28a4e711e600 1 57 1187 1130 1234 91.57 -48 -1178
0faa37ce-21e7-48eb-aae2-6614edf2236f 1 77 193 116 6264 1.85 -6072 -6188
0facda61-d87c-49da-bc17-58d2e07f3680 1 57 287 230 490 46.94 -204 -434
0fbb351c-e15a-4d8a-8fea-3f8803b5d6c3 0 0 0 0 1781 0 0 0
0fc08817-5364-41ba-aab9-478b8851f86e 0 0 0 0 3852 0 0 0
0fc5f68e-8015-438d-9860-e11d578acec4 1 67 214 147 486 30.25 -273 -420
0fc5f68e-8015-438d-9860-e11d578acec4 2 311 482 171 486 35.19 -5 -176
0fcf278d-6722-4193-902c-f0b63bbd6d32 0 0 0 0 1404 0 0 0
0fcf5418-0bef-4c80-9033-2da68a024a7c 1 1911 3159 1248 3206 38.93 -48 -1296
0fd9bb8d-75e0-4ebd-baa2-9edf656da881 0 0 0 0 621 0 0 0
0fdf15f1-ac9e-43ef-937c-0b1f34bcdc36 1 29 760 731 760 96.18 -1 -732
0fe27b1e-2d0a-4a4e-847c-df797baa31ad 0 0 0 0 1707 0 0 0
0fe69c41-68d2-4648-b138-efd150845254 0 0 0 0 6674 0 0 0
0fe6f49a-a2b8-4033-bf94-b8bd6ac1673e 1 73 117 44 3052 1.44 -2936 -2980
0fe718d4-0266-4478-ab15-cdea77de374e 1 188 435 247 479 51.57 -45 -292
0fe79126-7dc8-4cec-bd82-910d2dcd869b 1 128 332 204 695 29.35 -364 -568
0fe79126-7dc8-4cec-bd82-910d2dcd869b 2 400 560 160 695 23.02 -136 -296
0fec00d5-aee5-408b-b545-e6dbcfcf90b2 0 0 0 0 382 0 0 0
0fec8fa2-a9a7-4e78-a66a-3edab98d9854 0 0 0 0 2542 0 0 0
0fecfe71-9a4d-48ca-a515-8a35ef68d020 1 63 834 771 3931 19.61 -3098 -3869
0fee0588-7351-4c3f-bf62-d184e6341d6a 1 114 425 311 449 69.27 -25 -336
0fefeee3-4993-4213-a8cf-1eeca6f7647f 1 53 310 257 349 73.64 -40 -297
0ff276be-3ce5-425e-b300-0e17c994757e 0 0 0 0 2135 0 0 0
0ff2f2ad-27c8-45c1-8586-57d70feac454 0 0 0 0 371 0 0 0
0ff858f4-9f23-4102-b54c-5703a4b8dd29 1 204 448 244 646 37.77 -199 -443
10006584-a24d-4119-8de3-69af2851adf3 1 63 294 231 2644 8.74 -2351 -2582
1002bdf2-7b3c-4fa5-b091-a66069763aae 1 25 1249 1224 1263 96.91 -15 -1239
100dd4de-d4a2-4d5b-be95-6aa8fc78c911 1 24 666 642 674 95.25 -9 -651
100df84f-5192-4642-b0ce-119752803408 0 0 0 0 4880 0 0 0
10197c09-e822-4e04-9d30-82699e426152 1 69 98 29 585 4.96 -488 -517
101a58a5-cd49-4b48-b8b8-d7d6ecb1f964 0 0 0 0 468 0 0 0
101b7558-d892-476c-bb91-035444026a05 0 0 0 0 388 0 0 0
101f872e-79cd-4ee7-8450-ede0feff1af4 1 38 116 78 340 22.94 -225 -303
101f872e-79cd-4ee7-8450-ede0feff1af4 2 130 337 207 340 60.88 -4 -211
